queryNo|tables|conditions|subqueries|joins|paths|functions|total columns|used columns|query
970|1|1|0|0|2|0|28|1|select `name` from `tabPrint Format` where `name` = 'Point of Sale' order by modified desc
971|2|3|0|1|9|0|48|4|select t1.name from `tabInstallation Note` t1, `tabInstallation Note Item` t2 where t1.name = t2.parent and t2.prevdoc_docname = 'DN-00016' and t1.docstatus = 1
972|1|1|0|0|3|0|17|1|select `tabDaily Work Summary`.`name` from `tabDaily Work Summary` where `tabDaily Work Summary`.status = 'Open' order by `tabDaily Work Summary`.`modified` DESC
973|1|0|0|0|1|2|25|0|select max(char_length(`priority`)) from `tabToDo`
974|1|1|0|0|2|0|55|1|select `idx` from `tabUser` where `name` = 'test@example.com' order by modified desc
975|1|1|0|0|2|0|48|1|select `owner` from `tabEmail Account` where `name` = '_Test Email Account 1' order by modified desc
976|2|3|0|1|9|0|134|4|select t1.name from `tabDelivery Note` t1,`tabDelivery Note Item` t2 where t1.name = t2.parent and t2.against_sales_order = 'SO-00027' and t1.docstatus = 1
977|1|1|0|0|2|0|28|1|select modified, docstatus from `tabBin` where name = 'BIN/0000001' for update
978|1|1|0|0|2|0|27|1|select * from `tabEmail Alert` where `name` = '_Test Email Alert 4' order by modified desc
979|3|6|0|2|22|2|132|7|select bom_item.item_code, sum(bom_item.qty/ifnull(bom.quantity, 1)) * 1 as qty, item.stock_uom from `tabBOM Explosion Item` bom_item, `tabBOM` bom, `tabItem` item where bom_item.parent = bom.name and bom_item.docstatus < 2 and bom_item.parent = 'BOM-_Test FG Item 2-001' and item.name = bom_item.item_code and is_stock_item = 1 and item.is_sub_contracted_item = 0 group by bom_item.item_code, item.stock_uom
981|1|1|0|0|3|0|42|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabJournal Entry` where `stock_entry` = 'STE-00019' order by modified desc
982|2|3|1|0|10|0|130|4|select pr_item.item_code, pr_item.description, pr_item.qty, pr_item.base_rate, pr_item.base_amount, pr_item.name from `tabPurchase Invoice Item` pr_item where parent = 'PINV-00001' and exists(select name from tabItem where name = pr_item.item_code and is_stock_item = 1)
983|1|4|0|0|8|0|16|4|select name from `tabExpense Claim Detail` where parent='EXP00002' and parenttype='Expense Claim' and parentfield='expenses' and name not in ('15f84b48c1')
984|1|2|0|0|6|0|28|2|select `name`, `icon`, `color`, `reverse` from `tabDesktop Icon` where `module_name` = 'Core' and `standard` = 1 order by modified desc
985|1|15|0|0|44|14|34|15|select name, priority from `tabTax Rule` where ifnull(shipping_city, '') = '' and ifnull(company, '') = '_Test Company' and ifnull(shipping_state, '') = '' and ifnull(shipping_county, '') = '' and ifnull(supplier_type, '') = '' and ifnull(billing_country, '') = '' and ifnull(customer, '') = '_Test Customer' and ifnull(billing_city, '') = '' and ifnull(tax_type, '') = 'Sales' and ifnull(shipping_country, '') = '' and ifnull(supplier, '') = '' and ifnull(billing_county, '') = '' and ifnull(customer_group, '') = '' and ifnull(billing_state, '') = '' and name != 'TR0003'
986|1|1|0|0|3|0|76|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabPurchase Receipt` where `return_against` = 'PREC-00016' order by modified desc
987|1|1|0|0|3|0|34|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabTimesheet` where `production_order` = 'PRO-00007' order by modified desc
988|1|2|0|0|6|0|27|2|select route, name, modified from `tabItem Group` where show_in_website=1 and `route`='test-route-000' limit 1
989|1|3|0|0|7|0|28|3|select `name` from `tabEmail Queue` where `status` = 'Not Sent' and `reference_doctype` = 'Event' and `reference_name` = 'EV00009' order by modified desc
990|1|2|0|0|7|1|19|2|select sum(applicable_charges) from `tabLanded Cost Item` where docstatus = 1 and purchase_receipt_item = '539402fc7a'
991|1|1|0|0|2|0|57|1|select `module` from `tabDocType` where `name` = 'Customize Form' order by modified desc
992|1|1|0|0|2|0|23|1|select `title` from `tabBlog Post` where `name` = '-test-blog-post-1' order by modified desc
993|1|1|0|0|3|0|46|1|select parent as doctype, fieldname, options as doctype_fieldname from `tabDocField` where fieldtype='Dynamic Link'
994|1|1|0|0|3|0|38|1|select `name` from `tabLead` where `email_id` = 'test@example.com' order by modified desc
995|2|3|0|1|9|0|162|4|select t1.name from `tabSales Invoice` t1,`tabSales Invoice Item` t2 where t1.name = t2.parent and t2.sales_order = 'SO-00027' and t1.docstatus = 1
996|1|1|0|0|2|0|20|1|select `name` from `tabCourse` where `name` = '_Test Course 2' order by modified desc
997|1|3|0|0|7|0|41|3|select * from `tabQuotation Item` where `parenttype` = 'Quotation' and `parent` = 'QTN-00001' and `parentfield` = 'items' order by idx asc
998|1|4|0|0|10|0|44|2|select dt as parent, fieldname from `tabCustom Field` where (fieldtype='Link' and options='Role') or (fieldtype='Select' and options='link:Role')
999|1|1|0|0|2|0|21|1|select lft, rgt from `tabCost Center` where name='_Test Company - _TC'
1000|1|4|0|0|9|0|34|3|select * from `tabTimesheet` where employee = '_T-Employee-0001' and start_date BETWEEN '2017-02-09' AND '2017-02-09' and (status = 'Submitted' or status = 'Billed')
1001|1|1|0|0|2|0|40|1|select modified, docstatus from `tabPOS Profile` where name = '6125d62f89' for update
1002|1|3|0|0|9|1|43|3|select sum(qty) from `tabProduction Order` where material_request = '_T-Material Request-00013' and material_request_item = '1a36242b82' and docstatus = 1
1003|1|1|0|0|2|0|75|1|select `item_group`, `selling_cost_center` from `tabItem` where `name` = '_Test Item' order by modified desc
1004|1|4|0|0|8|0|14|4|select name from `tabDepreciation Schedule` where parent='Macbook Pro 1' and parenttype='Asset' and parentfield='schedules' and name not in ('df861eedbc','e2e3790e55','e9674ed419')
1005|1|1|0|0|2|0|107|1|select `_comments` from `tabSales Invoice` where `name` = 'SINV-00021' order by modified desc
1006|1|1|0|0|2|0|27|1|select * from `tabItem Group` where `name` = 'All Item Groups' order by modified desc
1007|1|3|0|0|7|0|23|3|select * from `tabBOM Item` where `parenttype` = 'BOM' and `parent` = 'BOM-_Test FG Item-001' and `parentfield` = 'items' order by idx asc
1008|1|1|0|0|3|0|55|1|select `email` from `tabUser` where `email` = 'test@example.com' order by modified desc
1009|1|1|0|0|2|0|21|1|select `name` from `tabCost Center` where `name` = 'COA from Existing Company - CFEC' order by modified desc
1010|1|1|0|0|3|0|28|1|select actual_qty, stock_value from `tabBin` where item_code='_Test Item Home Desktop 100'
1011|1|1|0|0|3|0|43|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabProduction Order` where `amended_from` = 'PRO-00003' order by modified desc
1012|1|4|0|0|8|0|52|4|select name from `tabDelivery Note Item` where parent='DN-00030' and parenttype='Delivery Note' and parentfield='items' and name not in ('0823055fad')
1013|1|2|0|0|7|2|36|2|SELECT sum(debit_in_account_currency) - sum(credit_in_account_currency) FROM `tabGL Entry` gle WHERE posting_date <= '2013-02-14' and gle.account = '_Test Receivable USD - _TC'
1014|1|4|0|0|8|0|27|4|select name from `tabTimesheet Detail` where parent='TS-00002' and parenttype='Timesheet' and parentfield='time_logs' and name not in ('4a957935f1')
1015|1|1|0|0|2|0|18|1|select `name` from `tabBlog Category` where `name` = 'test-category' order by modified desc
1016|1|8|0|0|21|0|45|6|select name, communication_type, communication_medium, comment_type, content, sender, sender_full_name, creation, subject, delivery_status, _liked_by, timeline_doctype, timeline_name, reference_doctype, reference_name, link_doctype, link_name, 'Communication' as doctype from tabCommunication where communication_type in ('Communication', 'Comment') and ( (reference_doctype='Task' and reference_name='TASK00009') or ( (timeline_doctype='Task' and timeline_name='TASK00009') and ( communication_type='Communication' or ( communication_type='Comment' and comment_type in ('Created', 'Updated', 'Submitted', 'Cancelled', 'Deleted') ))) ) order by creation desc limit 0, 20
1017|1|1|0|0|3|0|48|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabStock Entry` where `sales_invoice_no` = 'SINV-00016' order by modified desc
1018|1|1|0|0|2|0|48|1|select `name` from `tabEmail Account` where `name` = 'Test Email Account Password-new' order by modified desc
1019|1|1|0|0|3|0|19|1|select `name` from `tabPrice List` where `selling` = 1 order by modified desc
1020|1|1|0|0|2|0|23|1|select modified, docstatus from `tabBudget` where name = '_Test Project/_Test Fiscal Year 2013/002' for update
1021|2|2|0|1|6|0|55|3|select mat_req.material_request_type as type from `tabMaterial Request` mat_req, `tabMaterial Request Item` item where item.item_code = '_Test PPT Item Raw B' and item.parent = mat_req.name
1022|1|1|0|0|2|0|69|1|select `docstatus` from `tabQuotation` where `name` = 'QTN-00002' order by modified desc
1023|1|2|0|0|5|0|48|2|select `project` from `tabStock Entry` where `production_order` = 'PRO-00001' and `purpose` = 'Material Transfer for Manufacture' order by modified desc
1024|1|1|0|0|3|0|36|1|select `name` from `tabStock Ledger Entry` where `company` = 'India - Chart of Accounts' order by modified desc
1026|1|2|0|0|5|0|34|2|select name from `tabIssue` where `tabIssue`.status = 'Open' and `tabIssue`.customer = '_Test Customer 3' order by `tabIssue`.`modified` desc limit 0, 1
1027|1|1|0|0|3|0|17|1|select name from `tabError Log` where `tabError Log`.seen = 0.0 order by `tabError Log`.`modified` desc limit 0, 100
1028|1|4|0|0|8|0|11|4|select name from `tabUserRole` where parent='Administrator' and parenttype='User' and parentfield='user_roles' and name not in ('840a017172','a8aeb4dda8','fb92eac658','2f0b4f7942','295edbfb91','ea3354d8bd','ae196db87f','14607b04e4','ee65d39cdb','9a873503c7','63ddbbc65d','550f629631','f88424d645','93962fb409','2776be196f','767caf1a89','eef45bb10b','8606e302fa','0dc15b9feb','d07210c929','15e0ff6ecd','4dabbc20ab','bbd0220737','8fc9cf07fb','4e3bdaa967','ff26dd60d4','e6e009ef82','bb58f2d291','0ae1a69f66','27d84ccc37','1953579051','e709bd7103','5d9817f9d9','9e29a83a26','d79f19b8c9','dcdf15a4fe','1403958824','713d246c3f','daa263b410','b28ba6a464','ec9342c5c5','73e83c7986','6c0b5d5cef','5e989bb458','bd33659b90','7d2fb9484f')
1029|1|3|0|0|8|0|28|3|select `name` from `tabDesktop Icon` where `owner` = 'Administrator' and `link` = 'List/Task' and `standard` = 1 order by modified desc
1030|1|2|0|0|5|0|17|2|select name from `tabRole` where desk_access=1 and name in ('Administrator', 'System Manager', 'Accounts Manager', 'Accounts User', 'All', 'Blogger', 'Guest', 'Knowledge Base Contributor', 'Knowledge Base Editor', 'Maintenance Manager', 'Maintenance User', 'Newsletter Manager', 'Purchase Manager', 'Purchase Master Manager', 'Purchase User', 'Report Manager', 'Sales Manager', 'Sales Master Manager', 'Sales User', 'Website Manager', 'Stock User', 'Auditor', 'Stock Manager', 'Manufacturing Manager', 'Supplier', 'Projects User', 'Projects Manager', 'HR User', 'Manufacturing User', 'Item Manager', 'HR Manager', 'Fleet Manager', 'Leave Approver', 'Expense Approver', 'Quality Manager', 'Support Team', 'Instructor', 'Customer', 'Student', 'Analytics', 'Fleet Manager', '_Test Role 2', 'Maintenance Manager', '_Test Role', 'Purchase Master Manager', 'Stock User', '_Test Role 3') limit 1
1031|1|1|0|0|2|0|49|1|select modified, docstatus from `tabPayment Entry` where name = 'PE-00004' for update
1032|1|0|0|0|1|2|55|0|select max(char_length(`google_userid`)) from `tabUser`
1033|1|1|0|0|3|0|32|1|select name from `tabLeave Application` where `tabLeave Application`.status = 'Open' order by `tabLeave Application`.docstatus asc, `tabLeave Application`.`modified` DESC limit 0, 100
1034|1|1|0|0|2|0|16|1|select `must_be_whole_number` from `tabUOM` where `name` = 'Nos' order by modified desc
1035|1|2|0|0|6|0|27|2|select * from `tabItem Group` where lft=4 or rgt=5
1036|1|1|0|0|2|0|90|1|select `per_delivered` from `tabSales Order` where `name` = 'SO-00017' order by modified desc
1037|1|1|0|0|2|0|29|1|select `is_group`, `root_type`, `company` from `tabAccount` where `name` = 'Test Warehouse for Merging 2 - _TC' order by modified desc
1038|1|2|0|0|5|0|75|2|select name from `tabItem` where name in ('_Test FG Item') and is_sub_contracted_item=1
1039|1|1|0|0|2|0|75|1|select `stock_uom`, `is_stock_item`, `has_serial_no`, `has_batch_no` from `tabItem` where `name` = 'Test Item for Merging 2' order by modified desc
1040|1|2|0|0|5|0|36|2|SELECT item_code, stock_value, name, warehouse FROM `tabStock Ledger Entry` sle WHERE posting_date <= '2017-02-09' AND warehouse = 'Test Warehouse for Renaming 1 - _TC' ORDER BY timestamp(posting_date, posting_time) DESC, name DESC
1041|1|1|0|0|2|0|25|1|select `description` from `tabToDo` where `name` = '258546aad7' order by modified desc
1042|1|1|0|0|2|0|21|1|select `company` from `tabCost Center` where `name` = 'Main - _TC' order by modified desc
1043|2|6|1|1|17|0|45|14|select `tabEvent`.`subject`, `tabEvent`.`event_type`, `tabEvent`.`name`, `tabEvent`.`modified`, `tabEvent`.`docstatus` from `tabEvent` left join `tabEvent Role` on (`tabEvent Role`.parent = `tabEvent`.name) where `tabEvent Role`.role = 'System Manager' and ((tabEvent.event_type='Public' or tabEvent.owner='Administrator' or exists(select * from `tabEvent Role` where `tabEvent Role`.parent=tabEvent.name and `tabEvent Role`.role in ('Manufacturing User', 'Sales User', 'Instructor', 'Knowledge Base Contributor', 'Stock User', 'HR Manager', 'Purchase User', 'Item Manager', 'Accounts User', 'Auditor', 'Supplier', 'Newsletter Manager', 'Leave Approver', 'Maintenance User', '_Test Role', '_Test Role 3', 'Customer', 'Report Manager', '_Test Role 2', 'Administrator', 'Sales Master Manager', 'Manufacturing Manager', 'Purchase Master Manager', 'Maintenance Manager', 'Expense Approver', 'System Manager', 'Analytics', 'HR User', 'Stock Manager', 'Website Manager', '_Test Role 4', 'Quality Manager', 'Student', 'Support Team', 'Projects Manager', 'Fleet Manager', 'Blogger', 'Knowledge Base Editor', 'Sales Manager', 'Purchase Manager', 'Accounts Manager', 'Projects User', 'All', 'Guest'))) ) order by `tabEvent`.`modified` desc
1044|1|2|0|0|5|0|28|2|select `indented_qty` from `tabBin` where `warehouse` = '_Test Warehouse - _TC' and `item_code` = '_Test Item Home Desktop 100' order by modified desc
1045|1|0|0|0|1|2|55|0|select max(char_length(`user_type`)) from `tabUser`
1046|1|1|0|0|2|0|24|1|select `credit_days_based_on`, `credit_days` from `tabCustomer Group` where `name` = '_Test Customer Group' order by modified desc
1047|2|6|0|1|17|1|55|8|select sum(mr_item.qty - mr_item.ordered_qty) from `tabMaterial Request Item` mr_item, `tabMaterial Request` mr where mr_item.item_code='_Test Item' and mr_item.warehouse='_Test Warehouse - _TC' and mr_item.qty > mr_item.ordered_qty and mr_item.parent=mr.name and mr.status!='Stopped' and mr.docstatus=1
1048|1|2|0|0|5|0|28|2|select `valuation_rate` from `tabBin` where `warehouse` = '_Test Warehouse - _TC' and `item_code` = '_Test Item for Drop Shipping' order by modified desc
1049|1|3|0|0|7|0|25|3|select name, owner, description from `tabToDo` where reference_type='Event' and reference_name='EV00010' and status='Open' order by modified desc limit 5
1050|1|3|0|0|7|0|55|3|select * from tabUser where user_type='System User' and enabled=1 and name not in ('Administrator', 'Guest')
1051|1|14|0|0|44|10|42|15|select * from `tabPricing Rule` where (item_code='Macbook Pro' or ifnull(item_group, '') in ('All Item Groups') or brand=NULL) and docstatus < 2 and disable = 0 and selling = 1 and ifnull(company, '') in ('_Test Company', '') and ifnull(customer, '') = '' and ifnull(supplier, '') = '' and ifnull(supplier_type, '') = '' and ifnull(campaign, '') = '' and ifnull(sales_partner, '') = '' and ifnull(for_price_list, '') in ('Standard Selling', '') and '2017-02-09' between ifnull(valid_from, '2000-01-01') and ifnull(valid_upto, '2500-12-31') order by priority desc, name desc
1052|1|1|0|0|2|0|39|1|select `name` from `tabProject` where `name` = '_Test Project 1' order by modified desc
1053|1|4|0|0|8|0|55|4|select name from `tabPurchase Receipt Item` where parent='_T-Purchase Receipt-00005' and parenttype='Purchase Receipt' and parentfield='items' and name not in ('9baa450d6c','1397ec38ae')
1054|1|2|0|0|5|0|29|2|select `tabAccount`.`name` from `tabAccount` where `tabAccount`.company = 'India - Chart of Accounts' and `tabAccount`.account_type = 'Cost of Goods Sold' order by `tabAccount`.`modified` desc
1055|1|1|0|0|2|0|82|1|select `Status` from `tabDelivery Note` where `name` = 'DN-00001' order by modified desc
1056|1|0|0|0|0|0|41|0|select distinct prevdoc_doctype from `tabQuotation Item`
1057|1|1|0|0|2|0|55|1|select * from `tabUser` where `name` = 'test@erpnext.com' order by modified desc
1058|1|1|0|0|2|0|55|1|select * from `tabPurchase Invoice Item` where `name` = '1295c79e1f' order by modified desc
1059|1|1|0|0|3|0|29|1|select distinct `reference_type`, parenttype from `tabQuality Inspection` where `reference_type`='Role'
1060|1|1|0|0|2|0|22|1|select `lft`, `rgt` from `tabTerritory` where `name` = '_Test Territory' order by modified desc
1061|1|1|0|0|2|0|32|1|select modified, docstatus from `tabLeave Application` where name = 'LAP/00006' for update
1062|1|1|0|0|5|2|36|1|SELECT sum(debit) - sum(credit) FROM `tabGL Entry` gle WHERE gle.account = '_Test Bank USD - _TC'
1063|1|1|0|0|2|0|55|1|select `name` from `tabUser` where `name` <= 'Administrator' order by modified desc
1064|1|3|0|0|8|0|29|3|select `name` from `tabAccount` where `is_group` = 0 and `company` = 'COA from Existing Company' and `account_type` = 'Depreciation' order by modified desc
1065|1|1|0|0|3|0|55|1|select item_code, qty, serial_no, batch_no, parenttype from `tabSales Invoice Item` where parent = 'SINV-00017'
1066|3|5|0|2|19|2|136|6|select bom_item.item_code, sum(bom_item.qty/ifnull(bom.quantity, 1)) * 1 as qty, item.stock_uom from `tabBOM Item` bom_item, `tabBOM` bom, `tabItem` item where bom_item.parent = bom.name and bom_item.docstatus < 2 and bom_item.parent = 'BOM-_Test FG Item 2-001' and item.name = bom_item.item_code and is_stock_item = 1 group by bom_item.item_code, item.stock_uom
1067|1|2|0|0|5|0|30|2|select name, file_name, file_url, is_private from `tabFile` where `tabFile`.attached_to_name = 'EV00013' and `tabFile`.attached_to_doctype = 'Event' order by `tabFile`.`modified` desc
1068|1|0|0|0|1|1|30|0|select max(rgt) from `tabFile`
1069|1|4|0|0|8|0|13|4|select name from `tabPayment Entry Deduction` where parent='PE-00009' and parenttype='Payment Entry' and parentfield='deductions' and name not in ('0d0e3f0204')
1070|1|1|0|0|3|0|55|1|select `landed_cost_voucher_amount` from `tabPurchase Receipt Item` where `parent` = '_T-Purchase Receipt-00003' order by modified desc
1071|1|3|0|0|6|0|28|2|select item_code, warehouse, projected_qty from tabBin where item_code in ('_Test Item', '_Test Item Warehouse Group Wise Reorder', '_Test Variant Item-S') and (warehouse != '' and warehouse is not null)
1072|1|1|0|0|3|0|31|1|select name from `tabExpense Claim` where `tabExpense Claim`.approval_status = 'Draft' order by `tabExpense Claim`.docstatus asc, `tabExpense Claim`.`modified` DESC limit 0, 100
1073|1|3|0|0|9|1|18|3|select `tabEmail Unsubscribe`.`name` from `tabEmail Unsubscribe` where `tabEmail Unsubscribe`.email = 'test@example.com' and ifnull(`tabEmail Unsubscribe`.name, '') != '624d3b0343' and `tabEmail Unsubscribe`.global_unsubscribe = 1.0 order by `tabEmail Unsubscribe`.`modified` DESC
1074|1|1|0|0|2|0|18|1|select `year_start_date` from `tabFiscal Year` where `name` = '_Test Fiscal Year 2013' order by modified desc
1075|1|0|0|0|0|0|25|0|select distinct reference_type from `tabToDo`
1076|1|3|0|0|7|1|36|3|select abs(stock_value_difference / actual_qty) from `tabStock Ledger Entry` where voucher_type = 'Delivery Note' and voucher_no = 'DN-00017' and item_code = '_Test Item' limit 1
1077|1|6|0|0|13|0|32|6|select name, leave_type, posting_date, from_date, to_date, total_leave_days from `tabLeave Application` where employee = '_T-Employee-0002' and docstatus < 2 and status in ('Open', 'Approved') and to_date >= '2013-01-01' and from_date <= '2013-01-05' and name != 'LAP/00003'
1078|1|0|0|0|1|2|34|0|select max(char_length(`name`)) from `tabEvent`
1079|1|14|0|0|44|10|42|15|select * from `tabPricing Rule` where (item_code='_Test Item' or ifnull(item_group, '') in ('All Item Groups', '_Test Item Group') or brand=NULL) and docstatus < 2 and disable = 0 and buying = 1 and ifnull(company, '') in ('_Test Company', '') and ifnull(customer, '') = '' and ifnull(supplier, '') in ('_Test Supplier USD', '') and ifnull(supplier_type, '') in ('_Test Supplier Type', '') and ifnull(campaign, '') = '' and ifnull(sales_partner, '') = '' and ifnull(for_price_list, '') in ('Standard Buying', '') and '2017-02-09' between ifnull(valid_from, '2000-01-01') and ifnull(valid_upto, '2500-12-31') order by priority desc, name desc
1080|1|2|0|0|5|0|11|2|select * from `tabUserRole` where parent='testdelete@example.com' and parentfield='user_roles' order by idx
1081|1|2|0|0|6|0|23|2|select name from `tabSales Person` where lft <= 1 and rgt >= 2
1082|1|2|0|0|5|0|41|2|select name, docstatus from `tabSerial No` where purchase_document_type='Stock Entry' and purchase_document_no='STE-00019'
1083|1|2|0|0|6|0|55|2|select dn_detail, qty from `tabSales Invoice Item` where delivery_note='DN-00009' and docstatus=1
1084|1|1|0|0|2|0|31|1|select * from `tabWarehouse` where `name` = 'All Warehouses - _TC1' order by modified desc
1086|1|2|0|0|5|0|28|2|select ordered_qty from `tabBin` where `tabBin`.warehouse = '_Test Warehouse - _TC' and `tabBin`.item_code = '_Test Item' order by `tabBin`.`modified` desc
1087|1|1|0|0|3|0|14|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabProduction Plan Sales Order` where `sales_order` = 'SO-00013' order by modified desc
1088|1|1|0|0|2|0|43|1|select * from `tabWeb Form` where `name` = 'manage-events' order by modified desc
1089|1|1|0|0|2|0|34|1|select `docstatus` from `tabTimesheet` where `name` = 'TS-00015' order by modified desc
1090|1|0|0|0|0|0|57|0|select `tabDocType`.`name` from `tabDocType` order by `tabDocType`.`modified` DESC
1091|1|0|0|0|0|0|36|0|select distinct against_voucher_type from `tabGL Entry`
1092|1|1|0|0|2|0|34|1|select `name` from `tabVehicle` where `name` = 'Z29BOJUG0R' order by modified desc
1093|1|1|0|0|2|0|44|1|select `docstatus` from `tabSalary Slip` where `name` = 'Sal Slip/_T-Employee-0001/00001' order by modified desc
1094|1|1|0|0|2|0|16|1|select `name` from `tabMonthly Distribution` where `name` = '_Test Distribution' order by modified desc
1095|1|1|0|0|3|0|42|1|select name from `tabJournal Entry` where `tabJournal Entry`.docstatus = 0.0 order by `tabJournal Entry`.docstatus asc, `tabJournal Entry`.`modified` DESC limit 0, 100
1096|1|1|0|0|3|0|48|1|select `name`, `parent`, `parenttype`, `docstatus` from `tabStock Entry` where `purchase_receipt_no` = '_T-Purchase Receipt-00005' order by modified desc
1097|1|1|0|0|2|0|52|1|select `depreciation_cost_center` from `tabCompany` where `name` = '_Test Company' order by modified desc
1098|1|1|0|0|4|2|22|1|select count(*) from `tabTerritory` where ifnull(parent_territory, '')=''
1099|1|2|0|0|5|0|28|2|select projected_qty from `tabBin` where item_code = '_Test Service Product Bundle' and warehouse = NULL
1100|1|4|0|0|8|0|11|4|select name from `tabUserRole` where parent='test@example.com' and parenttype='User' and parentfield='user_roles' and name not in ('a496d47242','329a1b58b9','b1b0e80e75','7d80cfb0a0','3dcca4543d','3b7e2e6e19','a8777daf10','ef47be1c44','5d40438162','71b8b15646')
1101|1|1|0|0|2|0|51|1|select `project`, `item_code`, `uom` from `tabPurchase Order Item` where `name` = '20bb7cad4e' order by modified desc
1102|1|1|0|0|3|0|31|1|select name, company from `tabWarehouse` where disabled=0
1103|1|1|0|0|4|1|30|1|select count(name) from `tabFile` where `folder`='1bee6b5190'
1104|1|2|0|0|5|0|17|2|select name from `tabRole` where desk_access=1 and name in ('Administrator', 'System Manager', 'Accounts Manager', 'Accounts User', 'All', 'Blogger', 'Guest', 'Knowledge Base Contributor', 'Knowledge Base Editor', 'Maintenance Manager', 'Maintenance User', 'Newsletter Manager', 'Purchase Manager', 'Purchase Master Manager', 'Purchase User', 'Report Manager', 'Sales Manager', 'Sales Master Manager', 'Sales User', 'Website Manager', 'Employee', 'Stock User', 'Auditor', 'Stock Manager', 'Manufacturing Manager', 'Supplier', 'Projects User', 'Projects Manager', 'HR User', 'Manufacturing User', 'Item Manager', 'HR Manager', 'Fleet Manager', 'Leave Approver', 'Expense Approver', 'Quality Manager', 'Support Team', 'Instructor', 'Customer', 'Student', 'Analytics', 'Accounts Manager', 'Analytics', 'Blogger', 'Fleet Manager', 'HR User', 'Item Manager', 'Knowledge Base Editor', 'Maintenance Manager', 'Manufacturing Manager', 'Newsletter Manager', 'Projects User', 'Purchase Master Manager', 'Quality Manager', 'Sales Manager', 'Sales User', 'Stock User', 'Support Team', 'Website Manager', '_Test Role') limit 1
1105|1|1|0|0|3|0|46|1|select parent, fieldname, options from tabDocField where fieldtype='Dynamic Link'
1106|1|1|0|0|2|0|55|1|select `owner` from `tabUser` where `name` = 'Administrator' order by modified desc
1107|1|4|0|0|9|0|36|4|select `qty_after_transaction`, `stock_value` from `tabStock Ledger Entry` where `warehouse` = '_Test Warehouse - _TC' and `voucher_no` = '_T-Purchase Receipt-00003' and `voucher_type` = 'Purchase Receipt' and `item_code` = '_Test Item' order by modified desc
1108|1|0|0|0|0|0|25|0|select * from `tabToDo` order by `tabToDo`.`modified` desc
1109|2|4|0|1|12|1|56|5|select sum(required_qty - transferred_qty) from `tabProduction Order` pro, `tabProduction Order Item` item where item.item_code = '_Test Item Home Desktop 100' and item.parent = pro.name and pro.docstatus = 1 and pro.source_warehouse = '_Test Warehouse 2 - _TC'
1110|1|1|0|0|2|0|29|1|select `name` from `tabAddress` where `name` = '_Test Address-Office' order by modified desc
1111|1|1|0|0|3|0|75|1|select name from `tabItem` where `tabItem`.total_projected_qty < 0.0 order by `tabItem`.`idx` desc, `tabItem`.`modified` desc limit 0, 100
1112|1|4|0|0|8|0|41|4|select name from `tabQuotation Item` where parent='_T-Quotation-00004' and parenttype='Quotation' and parentfield='items' and name not in ('QUOD/00007','QUOD/00008')
1113|1|1|0|0|3|0|33|1|select * from `tabCustom DocPerm` where `tabCustom DocPerm`.parent = 'Industry Type' order by `tabCustom DocPerm`.`modified` ASC
1114|1|16|0|0|50|12|42|17|select * from `tabPricing Rule` where (item_code='_Test Product Bundle Item' or ifnull(item_group, '') in ('_Test Item Group Desktops', 'All Item Groups') or brand=NULL) and docstatus < 2 and disable = 0 and selling = 1 and ifnull(company, '') in ('_Test Company', '') and ifnull(customer, '') in ('_Test Customer', '') and ifnull(supplier, '') = '' and ifnull(supplier_type, '') = '' and ifnull(campaign, '') = '' and ifnull(sales_partner, '') = '' and ifnull(customer_group, '') in ('_Test Customer Group', 'All Customer Groups', '') and ifnull(territory, '') in ('_Test Territory', 'All Territories', '') and ifnull(for_price_list, '') in ('Standard Selling', '') and '2017-02-09' between ifnull(valid_from, '2000-01-01') and ifnull(valid_upto, '2500-12-31') order by priority desc, name desc
1115|1|1|0|0|2|0|24|1|select `name` from `tabCustomer Group` where `name` = 'Individual' order by modified desc
1116|1|4|0|0|8|0|11|4|select name from `tabUserRole` where parent='Administrator' and parenttype='User' and parentfield='user_roles' and name not in ('840a017172','a8aeb4dda8','fb92eac658','2f0b4f7942','295edbfb91','ea3354d8bd','ae196db87f','14607b04e4','ee65d39cdb','9a873503c7','63ddbbc65d','550f629631','f88424d645','93962fb409','2776be196f','767caf1a89','eef45bb10b','8606e302fa','0dc15b9feb','d07210c929','15e0ff6ecd','4dabbc20ab','bbd0220737','8fc9cf07fb','4e3bdaa967','ff26dd60d4','e6e009ef82','bb58f2d291','0ae1a69f66','27d84ccc37','1953579051','e709bd7103','5d9817f9d9','9e29a83a26','d79f19b8c9','dcdf15a4fe','1403958824','713d246c3f','daa263b410','b28ba6a464','875ae75ef7','ec9342c5c5','9fe4d17ec6','73e83c7986','3ee9a82a34','5e989bb458','ea6432dcc4','bd33659b90','e9ebc25909','6c0b5d5cef')
